Order_ID,Order_Date,Ship_Date,Customer_ID,Customer_Name,Segment,Product_ID,Product_Name,Category,Subcategory,Province,Region_Group,City,Channel,Payment_Method,Ship_Mode,Quantity,Unit_Price_USD,Discount,Gross_Sales_USD,Discount_Amount_USD,Net_Sales_USD,Unit_Cost_USD,Total_Cost_USD,Profit_USD,Profit_Margin,Delivery_Days,Return_Status
ORD100736,2024-11-21,2024-11-23,C0495,Thabo Dube,Consumer,P1001,Laptop Pro 14,Technology,Laptops,Western Cape,Coastal,Bellville,Online,Card,Standard,2,646.07,0.0,1292.14,0.0,1292.14,482.32,964.64,327.5,0.2535,2,Not Returned
ORD100737,2025-01-09,2025-01-11,C0450,Farai Gumede,Consumer,P1015,Desk Organiser,Office Supplies,Desk Accessories,Gauteng,Inland,Pretoria,Online,Card,Standard,3,12.34,0.0,37.02,0.0,37.02,7.35,22.05,14.97,0.4044,2,Returned
ORD100738,2025-07-24,2025-07-31,C0375,Tendai Maseko,Small Business,P1007,USB-C Dock,Technology,Accessories,Western Cape,Coastal,George,Call Centre,Card,Standard,1,83.38,0.0,83.38,0.0,83.38,53.95,53.95,29.43,0.353,7,Not Returned
ORD100739,2025-12-22,2025-12-24,C0174,Nandi Ndlovu,Small Business,P1021,Boardroom Table,Furniture,Tables,Free State,Inland,Welkom,Online,EFT,Express,1,429.51,0.0,429.51,0.0,429.51,342.31,342.31,87.2,0.203,2,Not Returned
ORD100740,2025-08-31,2025-09-02,C0435,Tariro Naidoo,Consumer,P1027,Toaster 4 Slice,Home & Kitchen,Small Appliances,Western Cape,Coastal,Cape Town,Retail Store,Mobile Money,Standard,1,38.5,0.0,38.5,0.0,38.5,23.07,23.07,15.43,0.4008,2,Returned
ORD100741,2025-01-07,2025-01-13,C0468,Farai Mokoena,Corporate,P1001,Laptop Pro 14,Technology,Laptops,Limpopo,Inland,Polokwane,Retail Store,EFT,Standard,2,679.51,0.0,1359.02,0.0,1359.02,522.81,1045.62,313.4,0.2306,6,Not Returned
ORD100742,2023-06-16,2023-06-18,C0281,Zanele Ndlovu,Small Business,P1002,Laptop Lite 13,Technology,Laptops,Limpopo,Inland,Tzaneen,Retail Store,EFT,Express,2,507.44,0.0,1014.88,0.0,1014.88,348.63,697.26,317.62,0.313,2,Not Returned
ORD100743,2023-07-25,2023-07-27,C0347,Mpho Patel,Consumer,P1025,Microwave 30L,Home & Kitchen,Appliances,Free State,Inland,Bloemfontein,Online,EFT,Express,3,96.31,0.05,288.93,14.45,274.48,59.24,177.72,96.76,0.3525,2,Not Returned
ORD100744,2023-12-12,2023-12-18,C0179,Precious Naidoo,Small Business,P1007,USB-C Dock,Technology,Accessories,Gauteng,Inland,Midrand,Retail Store,Cash,Standard,2,91.03,0.15,182.06,27.31,154.75,56.51,113.02,41.73,0.2697,6,Not Returned
ORD100745,2025-07-02,2025-07-05,C0498,Thabo Dube,Consumer,P1006,Keyboard Combo,Technology,Accessories,Western Cape,Coastal,George,Online,Card,Collection,1,22.73,0.05,22.73,1.14,21.59,12.63,12.63,8.96,0.415,3,Not Returned
ORD100746,2023-06-21,2023-06-25,C0200,Blessing Mathebula,Corporate,P1013,Printer Toner Black,Office Supplies,Printing,Western Cape,Coastal,Bellville,Online,Card,Express,3,69.54,0.05,208.62,10.43,198.19,41.81,125.43,72.76,0.3671,4,Not Returned
ORD100747,2025-09-02,2025-09-05,C0499,Kabelo Patel,Corporate,P1007,USB-C Dock,Technology,Accessories,Eastern Cape,Coastal,Gqeberha,Call Centre,EFT,Standard,1,86.18,0.0,86.18,0.0,86.18,55.4,55.4,30.78,0.3572,3,Not Returned
ORD100748,2024-11-12,2024-11-15,C0009,Zanele Maseko,Consumer,P1033,Reflective Jacket,Apparel,Workwear,Gauteng,Inland,Soweto,Retail Store,EFT,Standard,3,19.55,0.0,58.65,0.0,58.65,11.12,33.36,25.29,0.4312,3,Not Returned
ORD100749,2025-02-20,2025-02-25,C0100,Nokuthula Maseko,Small Business,P1030,Dinner Set 16 Piece,Home & Kitchen,Dining,Eastern Cape,Coastal,Gqeberha,Retail Store,Card,Standard,2,44.95,0.15,89.9,13.49,76.41,24.13,48.26,28.15,0.3684,5,Not Returned
ORD100750,2024-06-14,2024-06-18,C0484,Nomsa Maseko,Corporate,P1035,Rain Jacket,Apparel,Outerwear,Limpopo,Inland,Polokwane,Corporate Account,Card,Standard,2,36.21,0.05,72.42,3.62,68.8,19.33,38.66,30.14,0.4381,4,Not Returned
ORD100751,2024-10-03,2024-10-07,C0214,Mpho Sibanda,Small Business,P1009,HDMI Cable,Technology,Accessories,Mpumalanga,Inland,Middelburg,Online,EFT,Collection,1,5.88,0.0,5.88,0.0,5.88,2.97,2.97,2.91,0.4949,4,Returned
ORD100752,2025-05-17,2025-05-19,C0291,Kabelo Mthembu,Corporate,P1001,Laptop Pro 14,Technology,Laptops,Free State,Inland,Bloemfontein,Corporate Account,EFT,Express,1,677.72,0.05,677.72,33.89,643.83,474.15,474.15,169.68,0.2635,2,Not Returned
ORD100753,2025-06-09,2025-06-15,C0256,Kabelo Patel,Consumer,P1026,Kettle Stainless Steel,Home & Kitchen,Small Appliances,Mpumalanga,Inland,Middelburg,Corporate Account,Card,Standard,5,25.84,0.0,129.2,0.0,129.2,14.19,70.95,58.25,0.4509,6,Not Returned
ORD100754,2023-11-19,2023-11-22,C0210,Amina Ndlovu,Corporate,P1026,Kettle Stainless Steel,Home & Kitchen,Small Appliances,KwaZulu-Natal,Coastal,Umhlanga,Corporate Account,Card,Standard,2,25.74,0.0,51.48,0.0,51.48,14.64,29.28,22.2,0.4312,3,Not Returned
ORD100755,2025-10-25,2025-10-27,C0082,Tariro Sibanda,Consumer,P1011,Premium Notebook,Office Supplies,Paper & Stationery,North West,Inland,Klerksdorp,Retail Store,Card,Collection,3,5.06,0.05,15.18,0.76,14.42,2.4,7.2,7.22,0.5007,2,Not Returned
ORD100756,2025-10-10,2025-10-14,C0163,Sibusiso Ndlovu,Corporate,P1026,Kettle Stainless Steel,Home & Kitchen,Small Appliances,Gauteng,Inland,Soweto,Online,Cash,Standard,3,24.0,0.1,72.0,7.2,64.8,14.61,43.83,20.97,0.3236,4,Not Returned
ORD100757,2024-04-05,2024-04-09,C0332,Nandi Williams,Consumer,P1015,Desk Organiser,Office Supplies,Desk Accessories,Gauteng,Inland,Soweto,Online,EFT,Standard,1,14.63,0.1,14.63,1.46,13.17,6.72,6.72,6.45,0.4897,4,Not Returned
ORD100758,2023-11-23,2023-11-25,C0400,Farai Gumede,Consumer,P1009,HDMI Cable,Technology,Accessories,Limpopo,Inland,Thohoyandou,Retail Store,Mobile Money,Express,1,6.92,0.0,6.92,0.0,6.92,2.92,2.92,4.0,0.578,2,Not Returned
ORD100759,2024-11-07,2024-11-09,C0032,Brian Mahlangu,Corporate,P1018,Whiteboard Marker Set,Office Supplies,Presentation,Free State,Inland,Sasolburg,Corporate Account,Card,Standard,1,8.09,0.05,8.09,0.4,7.69,3.86,3.86,3.83,0.498,2,Not Returned
ORD100760,2023-04-21,2023-04-23,C0103,Kudzai Dube,Small Business,P1017,Lever Arch File Pack,Office Supplies,Filing,Gauteng,Inland,Soweto,Online,Card,Express,3,8.95,0.0,26.85,0.0,26.85,4.0,12.0,14.85,0.5531,2,Not Returned
ORD100761,2024-08-19,2024-08-22,C0145,Zanele Mathebula,Consumer,P1033,Reflective Jacket,Apparel,Workwear,Free State,Inland,Sasolburg,Online,EFT,Standard,2,21.91,0.0,43.82,0.0,43.82,11.25,22.5,21.32,0.4865,3,Not Returned
ORD100762,2023-07-28,2023-08-01,C0110,Sibusiso Nkosi,Consumer,P1013,Printer Toner Black,Office Supplies,Printing,Mpumalanga,Inland,Middelburg,Call Centre,EFT,Standard,3,67.34,0.05,202.02,10.1,191.92,42.38,127.14,64.78,0.3375,4,Not Returned
ORD100763,2023-12-23,2023-12-26,C0136,Lerato Mokoena,Corporate,P1032,Safety Shoes,Apparel,Footwear,Eastern Cape,Coastal,East London,Retail Store,Card,Standard,4,42.23,0.1,168.92,16.89,152.03,28.33,113.32,38.71,0.2546,3,Not Returned
ORD100764,2023-11-01,2023-11-04,C0169,Nomsa Naidoo,Consumer,P1035,Rain Jacket,Apparel,Outerwear,Eastern Cape,Coastal,East London,Online,EFT,Express,3,31.13,0.15,93.39,14.01,79.38,19.06,57.18,22.2,0.2797,3,Returned
ORD100765,2023-12-20,2023-12-22,C0385,Precious Williams,Consumer,P1013,Printer Toner Black,Office Supplies,Printing,North West,Inland,Klerksdorp,Corporate Account,EFT,Collection,1,66.67,0.0,66.67,0.0,66.67,44.14,44.14,22.53,0.3379,2,Not Returned
ORD100766,2025-02-21,2025-02-22,C0446,Kabelo Mathebula,Small Business,P1017,Lever Arch File Pack,Office Supplies,Filing,Limpopo,Inland,Tzaneen,Online,Card,Standard,2,7.4,0.05,14.8,0.74,14.06,4.0,8.0,6.06,0.431,1,Not Returned
ORD100767,2025-11-09,2025-11-19,C0315,Nomsa Gumede,Consumer,P1029,Cookware Set,Home & Kitchen,Cookware,Gauteng,Inland,Pretoria,Retail Store,EFT,Standard,2,73.53,0.0,147.06,0.0,147.06,46.63,93.26,53.8,0.3658,10,Not Returned
ORD100768,2024-01-06,2024-01-12,C0335,Nokuthula Ndlovu,Corporate,P1026,Kettle Stainless Steel,Home & Kitchen,Small Appliances,Gauteng,Inland,Midrand,Retail Store,Card,Standard,2,26.28,0.05,52.56,2.63,49.93,13.37,26.74,23.19,0.4645,6,Not Returned
ORD100769,2024-01-14,2024-01-18,C0048,Thabo Moyo,Consumer,P1021,Boardroom Table,Furniture,Tables,Northern Cape,Inland,Kimberley,Corporate Account,Cash,Standard,1,470.03,0.0,470.03,0.0,470.03,319.67,319.67,150.36,0.3199,4,Not Returned
ORD100770,2023-05-11,2023-05-14,C0207,Nomsa Mabena,Consumer,P1021,Boardroom Table,Furniture,Tables,Gauteng,Inland,Midrand,Corporate Account,Card,Express,2,409.52,0.0,819.04,0.0,819.04,336.96,673.92,145.12,0.1772,3,Not Returned
ORD100771,2023-07-01,2023-07-03,C0292,Amina Mokoena,Consumer,P1030,Dinner Set 16 Piece,Home & Kitchen,Dining,Gauteng,Inland,Soweto,Online,Card,Standard,2,43.28,0.0,86.56,0.0,86.56,23.3,46.6,39.96,0.4616,2,Not Returned
ORD100772,2023-11-05,2023-11-06,C0205,Precious Gumede,Consumer,P1009,HDMI Cable,Technology,Accessories,Eastern Cape,Coastal,Mthatha,Online,EFT,Standard,2,6.36,0.05,12.72,0.64,12.08,3.03,6.06,6.02,0.4983,1,Not Returned
ORD100773,2023-01-01,2023-01-04,C0014,Mpho Maseko,Consumer,P1033,Reflective Jacket,Apparel,Workwear,North West,Inland,Klerksdorp,Corporate Account,Card,Standard,4,19.02,0.05,76.08,3.8,72.28,11.03,44.12,28.16,0.3896,3,Not Returned
ORD100774,2023-10-14,2023-10-20,C0193,Nomsa Maseko,Corporate,P1014,Ink Cartridge Colour,Office Supplies,Printing,Eastern Cape,Coastal,Mthatha,Call Centre,Card,Standard,2,28.61,0.0,57.22,0.0,57.22,18.67,37.34,19.88,0.3474,6,Not Returned
ORD100775,2024-03-05,2024-03-08,C0022,Mpho Mathebula,Small Business,P1018,Whiteboard Marker Set,Office Supplies,Presentation,KwaZulu-Natal,Coastal,Durban,Online,Card,Collection,3,8.24,0.1,24.72,2.47,22.25,4.24,12.72,9.53,0.4283,3,Returned
ORD100776,2024-03-16,2024-03-18,C0410,Rumbidzai Mathebula,Corporate,P1019,Ergonomic Chair,Furniture,Chairs,KwaZulu-Natal,Coastal,Umhlanga,Online,Card,Express,1,154.53,0.1,154.53,15.45,139.08,96.65,96.65,42.43,0.3051,2,Not Returned
ORD100777,2023-06-02,2023-06-04,C0047,Mpho Mabena,Consumer,P1026,Kettle Stainless Steel,Home & Kitchen,Small Appliances,Eastern Cape,Coastal,East London,Online,Card,Collection,5,24.63,0.05,123.15,6.16,116.99,12.58,62.9,54.09,0.4623,2,Not Returned
ORD100778,2025-05-21,2025-05-28,C0350,Sipho Gumede,Corporate,P1028,Air Fryer 5L,Home & Kitchen,Appliances,Limpopo,Inland,Tzaneen,Retail Store,Card,Express,3,118.02,0.2,354.06,70.81,283.25,72.76,218.28,64.97,0.2294,7,Not Returned
ORD100779,2024-01-30,2024-01-31,C0429,Kabelo Chuma,Consumer,P1023,Bookshelf 5 Tier,Furniture,Storage,Gauteng,Inland,Soweto,Retail Store,Card,Collection,4,81.56,0.0,326.24,0.0,326.24,53.13,212.52,113.72,0.3486,1,Not Returned
ORD100780,2024-10-09,2024-10-13,C0040,Kabelo Moyo,Small Business,P1028,Air Fryer 5L,Home & Kitchen,Appliances,Gauteng,Inland,Midrand,Retail Store,Card,Standard,2,109.86,0.1,219.72,21.97,197.75,71.28,142.56,55.19,0.2791,4,Returned
ORD100781,2023-08-14,2023-08-17,C0298,Lerato Patel,Small Business,P1004,Chromebook Edu,Technology,Laptops,Western Cape,Coastal,Stellenbosch,Online,Mobile Money,Collection,1,288.1,0.1,288.1,28.81,259.29,223.31,223.31,35.98,0.1388,3,Not Returned
ORD100782,2023-10-27,2023-11-01,C0213,Brian Sibanda,Small Business,P1014,Ink Cartridge Colour,Office Supplies,Printing,Western Cape,Coastal,George,Online,Mobile Money,Standard,3,32.05,0.05,96.15,4.81,91.34,18.57,55.71,35.63,0.3901,5,Returned
ORD100783,2023-08-04,2023-08-09,C0399,Lerato Nkosi,Small Business,P1019,Ergonomic Chair,Furniture,Chairs,Western Cape,Coastal,Bellville,Corporate Account,EFT,Collection,2,149.06,0.0,298.12,0.0,298.12,100.12,200.24,97.88,0.3283,5,Not Returned
ORD100784,2023-07-15,2023-07-22,C0277,Rumbidzai Mthembu,Small Business,P1021,Boardroom Table,Furniture,Tables,Western Cape,Coastal,Cape Town,Retail Store,EFT,Collection,1,421.99,0.05,421.99,21.1,400.89,324.43,324.43,76.46,0.1907,7,Not Returned
ORD100785,2023-12-16,2023-12-20,C0373,Chipo Moyo,Consumer,P1024,Reception Chair,Furniture,Chairs,Mpumalanga,Inland,Middelburg,Corporate Account,EFT,Collection,1,58.51,0.05,58.51,2.93,55.58,35.12,35.12,20.46,0.3681,4,Not Returned
ORD100786,2025-04-04,2025-04-07,C0402,Amina Mahlangu,Consumer,P1032,Safety Shoes,Apparel,Footwear,Western Cape,Coastal,Bellville,Retail Store,Card,Standard,1,43.4,0.0,43.4,0.0,43.4,27.25,27.25,16.15,0.3721,3,Returned
ORD100787,2025-02-14,2025-02-16,C0347,Mpho Patel,Consumer,P1001,Laptop Pro 14,Technology,Laptops,Free State,Inland,Bloemfontein,Retail Store,Card,Collection,1,659.54,0.0,659.54,0.0,659.54,445.45,445.45,214.09,0.3246,2,Not Returned
ORD100788,2025-05-06,2025-05-09,C0040,Kabelo Moyo,Small Business,P1023,Bookshelf 5 Tier,Furniture,Storage,Gauteng,Inland,Midrand,Corporate Account,EFT,Standard,1,72.88,0.1,72.88,7.29,65.59,53.27,53.27,12.32,0.1878,3,Not Returned
ORD100789,2025-05-26,2025-05-28,C0216,Rumbidzai Khumalo,Consumer,P1007,USB-C Dock,Technology,Accessories,Free State,Inland,Welkom,Online,EFT,Standard,1,93.65,0.1,93.65,9.37,84.28,58.1,58.1,26.18,0.3106,2,Not Returned
ORD100790,2024-09-17,2024-09-21,C0453,Amina Mthembu,Consumer,P1014,Ink Cartridge Colour,Office Supplies,Printing,Western Cape,Coastal,Bellville,Online,Cash,Collection,10,33.79,0.0,337.9,0.0,337.9,19.45,194.5,143.4,0.4244,4,Not Returned
ORD100791,2023-12-05,2023-12-12,C0163,Sibusiso Ndlovu,Corporate,P1015,Desk Organiser,Office Supplies,Desk Accessories,Gauteng,Inland,Soweto,Call Centre,Cash,Standard,5,12.65,0.0,63.25,0.0,63.25,6.94,34.7,28.55,0.4514,7,Not Returned
ORD100792,2025-05-18,2025-05-20,C0294,Nomsa Maseko,Corporate,P1034,Laptop Backpack,Apparel,Bags,KwaZulu-Natal,Coastal,Pinetown,Retail Store,EFT,Express,1,27.05,0.05,27.05,1.35,25.7,17.08,17.08,8.62,0.3354,2,Not Returned
ORD100793,2025-12-26,2026-01-05,C0310,Chipo Maseko,Corporate,P1009,HDMI Cable,Technology,Accessories,Gauteng,Inland,Pretoria,Corporate Account,Cash,Express,2,6.35,0.0,12.7,0.0,12.7,2.75,5.5,7.2,0.5669,10,Not Returned
ORD100794,2025-12-30,2025-12-31,C0350,Sipho Gumede,Corporate,P1019,Ergonomic Chair,Furniture,Chairs,Limpopo,Inland,Tzaneen,Call Centre,Mobile Money,Collection,2,135.31,0.05,270.62,13.53,257.09,101.73,203.46,53.63,0.2086,1,Not Returned
ORD100795,2023-03-28,2023-03-31,C0062,Tariro Moyo,Consumer,P1005,Wireless Mouse,Technology,Accessories,North West,Inland,Mahikeng,Corporate Account,Mobile Money,Standard,1,9.39,0.0,9.39,0.0,9.39,4.9,4.9,4.49,0.4782,3,Not Returned
ORD100796,2025-01-21,2025-01-28,C0454,Brian Mthembu,Consumer,P1002,Laptop Lite 13,Technology,Laptops,Western Cape,Coastal,Stellenbosch,Retail Store,Card,Standard,2,462.13,0.0,924.26,0.0,924.26,367.97,735.94,188.32,0.2038,7,Not Returned
ORD100797,2023-08-20,2023-08-22,C0165,Lerato Mokoena,Consumer,P1028,Air Fryer 5L,Home & Kitchen,Appliances,Gauteng,Inland,Johannesburg,Corporate Account,Cash,Standard,1,112.25,0.05,112.25,5.61,106.64,71.44,71.44,35.2,0.3301,2,Not Returned
ORD100798,2025-09-16,2025-09-20,C0345,Blessing Patel,Consumer,P1028,Air Fryer 5L,Home & Kitchen,Appliances,Gauteng,Inland,Johannesburg,Retail Store,Card,Standard,2,103.13,0.05,206.26,10.31,195.95,69.17,138.34,57.61,0.294,4,Not Returned
ORD100799,2025-11-21,2025-12-01,C0407,Rumbidzai Gumede,Consumer,P1009,HDMI Cable,Technology,Accessories,KwaZulu-Natal,Coastal,Durban,Retail Store,EFT,Standard,1,6.02,0.0,6.02,0.0,6.02,3.01,3.01,3.01,0.5,10,Not Returned
ORD100800,2025-07-31,2025-08-03,C0035,Lerato Ndlovu,Consumer,P1030,Dinner Set 16 Piece,Home & Kitchen,Dining,Western Cape,Coastal,Cape Town,Corporate Account,Card,Standard,2,40.49,0.05,80.98,4.05,76.93,25.03,50.06,26.87,0.3493,3,Returned
ORD100801,2023-07-27,2023-07-30,C0336,Nokuthula Ndlovu,Corporate,P1019,Ergonomic Chair,Furniture,Chairs,Eastern Cape,Coastal,Gqeberha,Corporate Account,Card,Collection,2,148.78,0.15,297.56,44.63,252.93,96.81,193.62,59.31,0.2345,3,Not Returned
ORD100802,2023-11-29,2023-11-30,C0406,Precious Ndlovu,Small Business,P1032,Safety Shoes,Apparel,Footwear,Gauteng,Inland,Johannesburg,Online,Mobile Money,Standard,3,44.32,0.0,132.96,0.0,132.96,25.84,77.52,55.44,0.417,1,Not Returned
ORD100803,2025-12-23,2025-12-26,C0021,Farai Dube,Consumer,P1018,Whiteboard Marker Set,Office Supplies,Presentation,Gauteng,Inland,Johannesburg,Online,Card,Standard,3,7.54,0.0,22.62,0.0,22.62,4.26,12.78,9.84,0.435,3,Not Returned
ORD100804,2023-11-06,2023-11-08,C0214,Mpho Sibanda,Small Business,P1029,Cookware Set,Home & Kitchen,Cookware,Mpumalanga,Inland,Middelburg,Online,Card,Express,5,85.48,0.05,427.4,21.37,406.03,47.66,238.3,167.73,0.4131,2,Not Returned
ORD100805,2025-09-08,2025-09-11,C0337,Nomsa Chuma,Consumer,P1030,Dinner Set 16 Piece,Home & Kitchen,Dining,Western Cape,Coastal,Bellville,Retail Store,Cash,Express,2,45.77,0.0,91.54,0.0,91.54,25.78,51.56,39.98,0.4367,3,Not Returned
ORD100806,2024-10-27,2024-10-30,C0048,Thabo Moyo,Consumer,P1016,Stapler Heavy Duty,Office Supplies,Desk Accessories,Northern Cape,Inland,Kimberley,Retail Store,Cash,Collection,3,8.25,0.05,24.75,1.24,23.51,4.56,13.68,9.83,0.4181,3,Not Returned
ORD100807,2023-06-03,2023-06-04,C0174,Nandi Ndlovu,Small Business,P1019,Ergonomic Chair,Furniture,Chairs,Free State,Inland,Welkom,Online,EFT,Standard,1,147.88,0.0,147.88,0.0,147.88,100.51,100.51,47.37,0.3203,1,Not Returned
ORD100808,2024-12-01,2024-12-05,C0409,Kudzai Nkosi,Corporate,P1029,Cookware Set,Home & Kitchen,Cookware,Gauteng,Inland,Midrand,Retail Store,Card,Standard,2,82.11,0.1,164.22,16.42,147.8,51.66,103.32,44.48,0.3009,4,Returned
ORD100809,2025-05-28,2025-05-31,C0265,Nomsa Mthembu,Small Business,P1001,Laptop Pro 14,Technology,Laptops,Western Cape,Coastal,Stellenbosch,Online,Cash,Collection,1,657.35,0.05,657.35,32.87,624.48,439.59,439.59,184.89,0.2961,3,Not Returned
ORD100810,2024-05-21,2024-05-24,C0377,Kabelo Mokoena,Small Business,P1002,Laptop Lite 13,Technology,Laptops,Limpopo,Inland,Tzaneen,Corporate Account,Card,Express,1,488.95,0.0,488.95,0.0,488.95,348.79,348.79,140.16,0.2867,3,Not Returned
ORD100811,2023-07-30,2023-08-04,C0007,Tendai Mokoena,Corporate,P1028,Air Fryer 5L,Home & Kitchen,Appliances,Northern Cape,Inland,Upington,Online,Card,Standard,1,113.19,0.0,113.19,0.0,113.19,73.36,73.36,39.83,0.3519,5,Not Returned
ORD100812,2023-02-06,2023-02-09,C0379,Kabelo Mathebula,Consumer,P1032,Safety Shoes,Apparel,Footwear,Northern Cape,Inland,Kimberley,Online,Card,Express,1,47.3,0.0,47.3,0.0,47.3,29.29,29.29,18.01,0.3808,3,Returned
ORD100813,2024-04-18,2024-04-21,C0451,Precious Sibanda,Consumer,P1034,Laptop Backpack,Apparel,Bags,Western Cape,Coastal,Bellville,Retail Store,Card,Standard,4,30.41,0.1,121.64,12.16,109.48,17.73,70.92,38.56,0.3522,3,Returned
ORD100814,2025-01-14,2025-01-18,C0379,Kabelo Mathebula,Consumer,P1012,Ballpoint Pen Pack,Office Supplies,Paper & Stationery,Northern Cape,Inland,Kimberley,Online,Card,Standard,5,4.37,0.15,21.85,3.28,18.57,1.96,9.8,8.77,0.4723,4,Not Returned
ORD100815,2023-04-17,2023-04-21,C0065,Chipo Sibanda,Consumer,P1001,Laptop Pro 14,Technology,Laptops,Eastern Cape,Coastal,East London,Online,EFT,Standard,1,645.11,0.0,645.11,0.0,645.11,457.03,457.03,188.08,0.2915,4,Not Returned
ORD100816,2024-05-31,2024-06-03,C0467,Sibusiso Khumalo,Corporate,P1034,Laptop Backpack,Apparel,Bags,Western Cape,Coastal,Bellville,Online,Card,Express,2,27.2,0.1,54.4,5.44,48.96,18.27,36.54,12.42,0.2537,3,Not Returned
ORD100817,2023-09-24,2023-09-26,C0370,Sibusiso Patel,Consumer,P1004,Chromebook Edu,Technology,Laptops,Limpopo,Inland,Tzaneen,Corporate Account,EFT,Standard,1,300.28,0.0,300.28,0.0,300.28,212.41,212.41,87.87,0.2926,2,Not Returned
ORD100818,2023-12-12,2023-12-15,C0223,Chipo Nkosi,Corporate,P1007,USB-C Dock,Technology,Accessories,Gauteng,Inland,Pretoria,Corporate Account,Card,Express,1,91.82,0.1,91.82,9.18,82.64,56.55,56.55,26.09,0.3157,3,Not Returned
ORD100819,2023-12-13,2023-12-20,C0273,Sibusiso Moyo,Corporate,P1021,Boardroom Table,Furniture,Tables,KwaZulu-Natal,Coastal,Pietermaritzburg,Online,Cash,Same Day,1,522.44,0.1,522.44,52.24,470.2,299.18,299.18,171.02,0.3637,7,Not Returned
ORD100820,2024-02-18,2024-02-22,C0095,Kabelo Khumalo,Small Business,P1021,Boardroom Table,Furniture,Tables,North West,Inland,Klerksdorp,Online,Cash,Collection,3,476.89,0.0,1430.67,0.0,1430.67,313.37,940.11,490.56,0.3429,4,Not Returned
ORD100821,2024-12-12,2024-12-14,C0022,Mpho Mathebula,Small Business,P1019,Ergonomic Chair,Furniture,Chairs,KwaZulu-Natal,Coastal,Durban,Corporate Account,Card,Standard,3,137.83,0.0,413.49,0.0,413.49,92.27,276.81,136.68,0.3306,2,Not Returned
ORD100822,2025-10-28,2025-11-03,C0102,Lerato Mahlangu,Consumer,P1012,Ballpoint Pen Pack,Office Supplies,Paper & Stationery,Gauteng,Inland,Soweto,Call Centre,Card,Same Day,3,3.73,0.05,11.19,0.56,10.63,2.06,6.18,4.45,0.4186,6,Not Returned
ORD100823,2023-05-05,2023-05-10,C0201,Tendai Mathebula,Consumer,P1014,Ink Cartridge Colour,Office Supplies,Printing,Eastern Cape,Coastal,Gqeberha,Online,EFT,Collection,2,27.57,0.15,55.14,8.27,46.87,18.68,37.36,9.51,0.2029,5,Not Returned
ORD100824,2025-12-10,2025-12-14,C0257,Sipho Mokoena,Consumer,P1031,Corporate Shirt,Apparel,Workwear,Western Cape,Coastal,Bellville,Online,Card,Standard,5,16.96,0.1,84.8,8.48,76.32,6.8,34.0,42.32,0.5545,4,Not Returned
ORD100825,2024-03-22,2024-03-26,C0317,Sibusiso Dube,Consumer,P1002,Laptop Lite 13,Technology,Laptops,Western Cape,Coastal,George,Retail Store,EFT,Express,4,460.08,0.05,1840.32,92.02,1748.3,348.0,1392.0,356.3,0.2038,4,Not Returned
ORD100826,2024-06-14,2024-06-19,C0434,Amina Naidoo,Consumer,P1012,Ballpoint Pen Pack,Office Supplies,Paper & Stationery,KwaZulu-Natal,Coastal,Durban,Retail Store,Card,Standard,3,4.01,0.0,12.03,0.0,12.03,1.88,5.64,6.39,0.5312,5,Not Returned
ORD100827,2024-05-02,2024-05-05,C0309,Thabo Naidoo,Consumer,P1024,Reception Chair,Furniture,Chairs,North West,Inland,Mahikeng,Online,Card,Collection,2,55.1,0.0,110.2,0.0,110.2,37.1,74.2,36.0,0.3267,3,Not Returned
ORD100828,2023-04-16,2023-04-18,C0303,Sibusiso Patel,Corporate,P1004,Chromebook Edu,Technology,Laptops,Gauteng,Inland,Soweto,Online,EFT,Express,1,300.96,0.05,300.96,15.05,285.91,224.68,224.68,61.23,0.2142,2,Not Returned
ORD100829,2025-01-25,2025-01-30,C0319,Kudzai Gumede,Consumer,P1013,Printer Toner Black,Office Supplies,Printing,Limpopo,Inland,Polokwane,Online,Card,Collection,5,63.68,0.2,318.4,63.68,254.72,44.65,223.25,31.47,0.1235,5,Not Returned
ORD100830,2024-08-26,2024-08-29,C0129,Nandi Ndlovu,Corporate,P1006,Keyboard Combo,Technology,Accessories,Free State,Inland,Bloemfontein,Corporate Account,Card,Same Day,1,23.97,0.0,23.97,0.0,23.97,12.62,12.62,11.35,0.4735,3,Not Returned
ORD100831,2023-12-28,2023-12-30,C0429,Kabelo Chuma,Consumer,P1002,Laptop Lite 13,Technology,Laptops,Gauteng,Inland,Soweto,Corporate Account,Mobile Money,Express,1,496.59,0.0,496.59,0.0,496.59,355.0,355.0,141.59,0.2851,2,Not Returned
ORD100832,2025-02-21,2025-02-27,C0313,Rumbidzai Nkosi,Small Business,P1006,Keyboard Combo,Technology,Accessories,KwaZulu-Natal,Coastal,Umhlanga,Retail Store,Card,Standard,3,23.19,0.05,69.57,3.48,66.09,13.22,39.66,26.43,0.3999,6,Not Returned
ORD100833,2024-10-26,2024-11-02,C0475,Nokuthula Williams,Small Business,P1020,Office Desk 1200mm,Furniture,Desks,Gauteng,Inland,Soweto,Corporate Account,Card,Standard,2,189.08,0.05,378.16,18.91,359.25,118.23,236.46,122.79,0.3418,7,Not Returned
